beneficiary,vintage_year,total_volume
Setral Chemie GmbH. Setral SARL  ECCO Gleittechnik,2010,30.0
Align Strategy Limited,2017,30.0
Dynamic Planner,2018,30.0
Candido Martins Advogados,2014,30.0
GIFE: Projeto Sustentabilidade Econômica das Organizações da Sociedade Civil,2013,30.0
Base Indústrias Reunidas LTDA,2014,30.0
Base Industrias Reunidas LTDA,2014,30.0
Coliseum KTV Karaoke Lounge,2010,30.0
"UCommune Singapore Pte Ltd (139950 , #02-10/11/12/14/15/16/17 )",2010,30.0
Inenco,2017,30.0
Top Dog Beach Club,2010,30.0
Enviro-Mark Solutions Ltd on behalf of online calculator users,2010,30.0
Vladislav Panov,2011,30.0
"YC Holdings, Inc.",2012,30.0
NORTAM SRL,2021,30.0
KölnTourist Personenschiffahrt am Dom GmbH,2021,30.0
Yan Ling Liu,2008,30.0
Ruyi Ren,2008,30.0
BINAYA KUMAR SAHU,2008,30.0
Xiuqiong Yang ,2008,30.0
Wen Hao Yuan,2008,30.0
Yue Qiu Zhi,2008,30.0
Zhiming Zhang,2008,30.0
Wenyu Zhou ,2008,30.0
Kartick Chandar Biswas,2006,30.0
Xiaolin Chen,2006,30.0
Yanlin Feng ,2006,30.0
Jiang Xi He,2006,30.0
Chui Chun Li,2006,30.0
activities of Ambipar Environmental SIR Reverse Manufacturing S.A along the year 2021,2008,30.0
Nitor Group Oy,2004,30.0
Nitor Group Oy,2007,30.0
Retired 30 t carbon credits for International Day for Biological Diversity Event 2024 in Guangxi International Symposium on Environment and One Health & Livable and Longevous Guangxi,2017,30.0
Majid Al Futtaim Holding (L.L.C),2015,30.0
akzente kommunikation und beratung gmbh,2015,30.0
Luminary,2015,30.0
As Oy Juli Martinlaakson Voitto,2015,30.0
MEGA LOGISTICS LTD,2016,30.0
UBI LOGISTICS(CHINA) LIMITED,2016,30.0
YANTAI WINHERE AUTO-PART MFG CO LTD,2016,30.0
"RDR S.P.A.,",2013,30.0
Planeta Hosting SAC,2015,30.0
Spur,2013,30.0
Climate Heroes -21.07.15,2018,30.0
Simon Angeldorff,2016,30.0
On the Rhine LLC,2016,30.0
Uplift Accounting,2019,30.0
Aveks İç Ve Dış Ticaret A.Ş.,2013,30.0
"Dexus on behalf of 105 Phillip Street, Parramatta",2018,30.0
The Ocean Cleanup,2013,30.0
Future Leadership Pty Ltd,2019,30.0
Peter Reinoss,2010,30.0
PENAVICO NINGBO XINYANG SHIPPING CO,2016,30.0
"滁州起明光伏科技有限公司 Chuzhou Qiming Photovoltaic Technology Co., Ltd.",2020,30.0
Surface Matter Limited,2019,30.0
Henricus Gerardus Mattheus Johannes Broeren,2016,30.0
Colchões Biflex - Outubro 2023,2014,30.0
Ya Ching Beauty Salon,2010,30.0
Charterhouse Development Capital,2017,30.0
Enovate Systems Ltd,2020,30.0
NUCLEO FARMA SA,2020,30.0
GTL LOGISTICS THAILAND CO LTD,2017,30.0
"Guangdong Wuhua Rural Commercial Bank Co., Ltd.",2013,30.0
E.ON SE,2016,30.0
WayCarbon Soluções Ambientais e Projetos de Carbono S.A.,2019,30.0
BlackBox Hosting Ltd.,2020,30.0
"Tenno Rice Enterprise Co., Ltd.",2020,30.0
Liu Yang,2008,30.0
Luhua Wang ,2008,30.0
Ai Zhu Jiao,2006,30.0
UNGUESS,2007,30.0
Imperative Logistics Group,2021,29.0
Hawkins Brown Architecture Limited,2009,29.0
Murphy Cobb,2005,29.0
LC SERVIÇOS TÉCNICOS LTDA,2014,29.0
CARB43 - ClubCarby - Posto Anel Viário (Rede Pajet) - Porto Seguro/BA,2014,29.0
1089 Retail E&G (Cliente Vivit),2019,29.0
UNIQUE LOGISTICS INTER IND PVT LTD,2016,29.0
CASA CHINA LTD SHENZHEN NANNING BR,2016,29.0
Gecina,2009,29.0
AMASS GLOBAL NETWORK US INC,2016,29.0
Gardens of the Sun,2019,29.0
"Mr Chin Choye Sin (520828, #01-264, #01-06)",2010,29.0
DEBANS SRL MFR SAMPLINGS,2020,29.0
VISTAGE SA,2020,29.0
EMIRATES LOGISTICS LLC,2017,29.0
SUPREME INTERFREIGHT CO LTD,2017,29.0
SALOTA INTERNATIONAL PVT LT,2017,29.0
COOP REG DE CAF EM GUAXUPE LTDA COOXUPE-20.770.566/0001-00,2017,29.0
Hawkins Brown Architecture Limited,2005,29.0
Hawkins Brown Architecture Limited,2013,29.0
Organization of Exhibitions,2012,29.0
Dexus and Lendlease on behalf of Regents Park Estate-391 Park Rd Regents Park,2014,29.0
Long Point EcoStay,2012,29.0
ThanksToYou Global Corp,2015,29.0
ONBOARD LOGISTICS PVT LTD,2016,29.0
Datateck Ind. e Comércio,2007,29.0
Climate Heroes - 21.10.21,2018,29.0
Barefoot Tours,2016,29.0
Sweco Environment AB,2016,29.0
Lagardère,2009,29.0
Taavet + Sten,2019,29.0
Ambipar Group Ecoproducts,2008,29.0
PHILIP MORRIS NORWAY AS,2017,29.0
Mirriad Advertising Plc,2001,29.0
Alexia Ventures Ltda.,2014,29.0
TECHFAB INDIA INDUSTRIES LIMITED,2016,29.0
AUTOREDO FZE,2016,29.0
AFRICAN FALCON GENERAL TRADING,2016,29.0
SGC SHIPPING SERVICES,2016,29.0
The Juniper Hotel - EcoStay Program,2014,29.0
Climate Heroes - 21.03.31,2018,29.0
Vaasa Energy Week 2024,2011,29.0
Ny Collective,2016,29.0
Fondation Bettencourt,2009,29.0
TRANS TUNE INTL LOGISTICS CO LTD,2016,29.0
Romaco Kilian GmbH,2020,29.0
Survey Respondents,2016,29.0
STEAMBROOK PTY LTD,2019,29.0
Triple E Meubilair 2013,2012,29.0
Hawkins Brown Architecture Limited,2010,29.0
Frobishers Juices Ltd,2023,29.0
F64 Architekten BDA,2017,29.0
AVT BEST CARGO CLEARING,2016,29.0
AL MAHRI GENERAL TRANSPORT & CARGO,2016,29.0
XL Joinery,2017,29.0
Flying Saucer Studio,2017,29.0
"Mozat Pte Ltd (118264, #05-03/05)",2010,29.0
Park Ecovillage Trust,2017,29.0
JAN TRADING CO,2017,29.0
"NANJING BAOSTEEL SUMMIT METAL PRODUCTS CO., LTD.",2023,29.0
Hawkins Brown Architecture Limited,2004,29.0
Hawkins Brown Architecture Limited,2007,29.0
Boehringer Ingelheim do Brasil - LAEF 2023,2014,29.0
Human2Human Sp. z o.o.,2020,29.0
MMN per Campari,2015,29.0
Climate Heroes - 21.04.07,2018,29.0
Stratsys,2016,29.0
Akalite Plastik Sanayi Ve Tic. Ltd. Şti.,2013,29.0
HIDROBR Soluções Integradas Ltda.,2012,29.0
Imprimerie l’Empreinte,2010,29.0
ANAXIMA,2010,29.0
Mirriad Advertising Plc,2015,29.0
QINGDAO SEAWORTHY INTL TRANS CO LTD,2016,29.0
SZ BOT INTL LOGISTICS CO LTD,2016,29.0
AGRICOLA NUESTRA TIERRA SA,2016,29.0
SHANTOU LIGHT INDUSTRIAL PRODUCTS,2016,29.0
OCEAN THROUGH INTERNATIONAL TRANS,2016,29.0
REDMILL BAKERY PTE LTD,2010,29.0
KonsumentfÃ¶reningen Stockholm,2015,29.0
Josh's Workspace,2017,29.0
ANDESCO,2019,29.0
Jeremy Stern,2009,29.0
Scandinavian Logistics Partners AS,2019,29.0
FM Conway,2001,29.0
Hawkins Brown Architecture Limited,2012,29.0
"Yibin Dejia Energy Technology Co., Ltd.",2014,29.0
GEF BRASIL INVESTIMENTOS LTDA,2019,29.0
Tour Easy Travel Company Ltd,2018,29.0
SEASKY PRIVATE LIMITED,2016,29.0
LEAAP INTERNATIONAL PRIVATE LIMITED,2016,29.0
EXPEDITORS INTERNATIONAL INDIA P L,2016,29.0
Prestige Telecom Group Ltd,2018,29.0
Legend Wealth Management,2015,29.0
YIXIN FOODS & DRINKS CO LTD,2016,29.0
"NAM LEONG CO PTE LTD - 341D JALAN BESAR,339A JALAN BESAR,341B JALAN BESAR,NAM LEONG CO PTE LTD - 339B JALAN BESAR,NAM LEONG CO PTE LTD - 339 JALAN BESAR,,NAM LEONG CO PTE LTD - 341 JALAN BESAR,NAM LEO",2010,29.0
GCI / TK'Blue,2010,29.0
PETIT BATEAU SAS,2009,29.0
Greenarc Fuel Cards,2016,29.0
Laser Dream Brasil,2017,29.0
Fórum Eventos 2024 - Evento Sustentável,2014,29.0
Sylebra,2019,29.0
"Beijing E20 Environment Co.,Ltd.",2017,29.0
LASER DREAM BRASIL,2018,29.0
Hawkins Brown Architecture Limited,2006,29.0
Hawkins Brown Architecture Limited,2008,29.0
LASER DREAM BRASIL,2019,29.0
ADANI GREEN ENERGY LTD,2016,29.0
PAN BRIDGE SHIPPING,2016,29.0
Gruppo Azimut,2019,29.0
SZ SHINING OCEAN INTL LOGISTICS CO,2016,29.0
LEO GLOBAL LOGISTICS PUBLIC CO LTD,2017,29.0
Beam Global Spirits and Wine India Pvt Ltd 300146-IN002,2017,29.0
"Shanghai Bao-Mit Steel Processing & Distributing Co., Ltd.",2023,28.0
Fruit Attraction São Paulo 2025,2011,28.0
Designtec Commerical Furniture,2009,28.0
Arbor Day Foundation,2010,28.0
Boniviri società benefit,2009,28.0
JKS MATCHES PRIVATE LIMITED,2016,28.0
Eike Becker_Architekten GbR,2017,28.0
NINGBO UNION OCEAN SHIPPING CO LTD,2016,28.0
Sustainable Savings,2018,28.0
The 7th Malaysia International Agriculture Technology Exhibition,2019,28.0
GEMÜ Gebr. Müller Apparatebau GmbH & Co. KG,2014,28.0
PRICEWATERHOUSECOOPERS SERVICE DELIVERY CENTER (ARGENTINA) S.R.L.,2020,28.0
NV FREIGHT (M) SDN BHD,2017,28.0
ASOCIACIÓN DE ECOTURISMO EN ESPAÑA,2009,28.0
BCOT,2008,28.0
Tangible Media Limited (Good Magazine),2010,28.0
CO2-Ausgleich der HEAG HOLDING AG - Beteiligungsmanagement der Wissensschaftsstadt Darmstadt (HEAG) aus dem Energie- und Klimabericht 2019,2012,28.0
Guangdong Southern Weekly Management Co.Ltd.,2012,28.0
Garrison Technology Ltd,2001,28.0
"Wong Kai Man,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
NEWPORT SHIPPING & LOGISTICS,2016,28.0
NIZAM MATCHES PRIVATE LIMITED,2016,28.0
INSTITUTO EKOS BRASIL,2015,28.0
LRF SamkÃ¶p 2018,2016,28.0
SUPERCHAIN SUPPLY CHAIN MANAGEMENT,2016,28.0
ZHEJIANG YICANG TECHNOLOGY CO LTD,2016,28.0
Rückerconsult GmbH,2007,28.0
OISA TECNOLOGIA LTDA,2012,28.0
Reitir fasteignafélag hf.,2007,28.0
"Cranswick plc: Cranswick Country Foods Poultry, Geneva Way, Leads Road, Hull, HU7 0DG",2013,28.0
SHYAMPRABHA SMARTPACK PVT LTD,2017,28.0
Grupo SANTALUCÍA,2011,28.0
Insurance Australia Group,2020,28.0
Climate Heroes - 20.08.20,2018,28.0
CHEVISANCE SHIPPING PVT LTD,2016,28.0
ARROW GLOBAL LOGISTICS PVT LTD,2016,28.0
Angelo Mazzi Costruzioni Generali e Ferroviarie S.R.L.,2013,28.0
SPOTLEIT GmbH,2013,28.0
iFood,2015,28.0
ELITE MASTER INTERNATIONAL LTD,2016,28.0
Climate Heroes - 22.01.21,2018,28.0
Climate Heroes - 22.03.04,2018,28.0
HEATWELL ELEMENTS MANUFACTURING PTE LTD,2010,28.0
"YONG HUP HENG (I110013MP & EXP) CO PTE LTD - #01-600, #01-110",2010,28.0
A & G INDUSTRIAL GAS TRADING PTE LTD,2010,28.0
Greenarc Fuelcards,2016,28.0
"LEO GROUP PUMP (ZHEJIANG) CO.,LTD",2016,28.0
SILVERVISION GmbH,2014,28.0
SB & I Beteiligungs GmbH,2013,28.0
Capítulo Perfeito,2013,28.0
BLUE MOON LOGISTICS PVT LTD,2017,28.0
Alexander Gamper Einzelfirma,2017,28.0
Castlery Private Limited,2020,28.0
Evento Multi Modal Nordeste,2011,28.0
"Jacinto Luiz,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
GUANGZHOU GRANDSEA LOGISTICS CO LTD,2016,28.0
Climate Heroes - 21.11.04,2018,28.0
CARBONFREE - APS,2016,28.0
Erkan Köse,2013,28.0
Warwick Music Ltd,2017,28.0
Valore,2011,28.0
Programa de Inversión Responsable – Proyecto InverClima,2017,28.0
J3 LOGISTICS,2017,28.0
VAHANA FREIGHT SERVICES,2017,28.0
RPS Capital,2015,28.0
CEPREI Certification Body,2022,28.0
nora,2020,28.0
CEPREI Certification Body,2013,28.0
Up2You SRL,2019,28.0
Oria Capital,2019,28.0
St. Croix Forge Inc,2019,28.0
UF DISTRIBUIDORA,2011,28.0
"Sio Chon Pong,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
"Lei Wai Hong,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA,2014,28.0
Water Hygiene Centre,2007,28.0
CTL LOGISTICS INDIA PVT LTD,2016,28.0
CH ROBINSON WORLDWIDE FRT I PVT LTD,2016,28.0
GEBRUDER WEISS COMPANY LIMITED,2016,28.0
ASOCIACION DE PROPIETARIOS DEL REFUGIO,2013,28.0
CAPTAIN FREIGHT INTL LTD,2016,28.0
SHANGHAI SUNSHINE CARGO SERVICE CO,2016,28.0
THONG HUAT BREADS & CAKES MANUFACTORY,2010,28.0
Archax Holdings Ltd,2013,28.0
agromed Austria GmbH,2010,28.0
MOSS EARTH 2021,2014,28.0
昕力資訊股份有限公司,2019,28.0
SUSTAINABILITY ENVIRONMENT ASIA 2024,2019,28.0
GLOCAL LOGISTICS PVT LTD,2017,28.0
GUANGDONG YINGHUA ELECTRONIC MATERIALS CO.，LTD. (广东盈华电子材料有限公司),2013,28.0
Collins Construction Ltd,2019,28.0
Scandinavian Logistics Partners AS,2020,28.0
KRAFT BOWLS,2015,28.0
Retail Mania Group,2010,28.0
FSB Holding - São Paulo,2011,28.0
Angelo Mazzi Costruzioni Generali e Ferroviarie S.R.L.,2015,28.0
Bowen Island Lodge EcoStay,2016,28.0
Hering,2003,28.0
Matt Sommerville,2016,28.0
IHA LOGISTICS,2016,28.0
AFFORD FREIGHT SERVICES P LTD,2016,28.0
INNOVATION LOGISTICS MANAGEMENT CO,2016,28.0
AKBAR BROTHERS LTD,2016,28.0
SKYBRIDGE FREIGHT SOLUTIONS LLC,2016,28.0
"Value Frontier Co., ltd",2019,28.0
Sedulo Leeds,2013,28.0
Association Québécoise de la Production Médiatique,2019,28.0
Imprimerie Préci-Grafik Inc.,2017,28.0
"ARC Luton LLP, ARC Daventry Ltd & ARC Bedford Ltd - Historical",2019,28.0
Artist MesseService und -Bau GmbH & Co. KG,2017,28.0
"Penta Asia Food LLP (238863, #03-43)",2010,28.0
NIPPON TRANS PORT,2017,28.0
ADL ASIA LOGISTICS CO LTD,2017,28.0
Living Fragments,2010,28.0
"ZHUZHOU RESOURCE INVESTMENT GROUP CO., LTD.",2016,28.0
Bennett Landscapes,2011,28.0
Shenyang Baosteel Northeast Trading Co. LTD.,2023,28.0
SNI SA,2022,28.0
"Wong I Mun,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
"Pun Lap Fong,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
Zurich,2015,28.0
Net Zero Analysis & Design Corp.,2011,28.0
Bryan Powell,2017,28.0
Lourenço Tigre,2014,28.0
THE MANAGEMENT CORPORATION STRATA TITLE NO. 2376,2010,28.0
Surreal Hotel Arts,2013,28.0
Zahnarztpraxis Dr. Bauer,2010,28.0
Neo Investimentos LTDA - 08.133.150/0001-85,2014,28.0
Loke Engineering Pte Ltd,2010,28.0
CLEAN WAY SERVIÇOS LTDA,2012,28.0
Neo Investimentos,2015,28.0
Universal Pixels Ltd,2010,28.0
Stand For Trees November,2021,28.0
"Vale Minerals China Co., Ltd",2013,28.0
Qiu Hongquan,2014,28.0
Jingzhou Yongli Gas Station of Hubei Sales Branch of PetroChina Company Limited,2022,28.0
"Ho Wai Tim,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
"Yeung To Lai, Omar,Green Booth Award Ceremony Souvenir, October 20th 2023",2012,28.0
Palvelualojen työnantajat PALTA ry,2018,28.0
FK TECH SRL,2012,28.0
Smalley Marsey Rispin Architects Ltd.,2015,28.0
Stanhope Capital,2017,28.0
Konsumentföreningen Stockholm,2016,28.0
Stand For Trees August,2019,28.0
SAHE FOOD ENTERPRISE PTE LTD,2011,28.0
PRICE WATERHOUSE & CO S.R.L.,2020,28.0
Searon Technology Limited,2014,28.0
Intergrid Group,2014,27.0
Xenon Systems Pty Ltd,2014,27.0
Element Fleet Services,2015,27.0
ATCO Two Rivers Camp Services LTD,2016,27.0
URTH,2009,27.0
SPAR UK Ltd,2009,27.0
Ellen Ferriss,2018,27.0
Bobby's Drinks Pty Ltd,2018,27.0
CHRISTIAN COLUMBARIUM PTE LTD,2010,27.0
State of the Art Electrical,2017,27.0
PLANNERS NORTH,2017,27.0
Mikko Lyytinen,2017,27.0
EUTEC Chamber,2009,27.0
URIMAT Deutschland GmbH,2017,27.0
WEC Colombia (NIT 900.991.993-1),2019,27.0
Catalog.Works,2015,27.0
TRANSPAK SINGAPORE PTE LTD,2011,27.0
Gaia Partnership,2012,27.0
Pennington Manches Cooper LLP,2017,27.0
Beam Suntory Asia Sch - IT Lease Offsets,2018,27.0
Premium Global Logistics Sdn. Bhd.,2017,27.0
Randstad Argentina,2010,27.0
Golden Goose Tattoo Studio,2014,27.0
23/196,2018,27.0
The Lady Who Weds,2017,27.0
Nybrons trafikskola,2016,27.0
Profile Security Services Ltd,2017,27.0
UNITED LOGISTIC SERVICES SA,2016,27.0
"SO.L TERMOPLASTICOS, S.A. DE C.V. (RFC: STE180611762)",2019,27.0
LOGAN BRASIL By Presente,2019,27.0
PBG,2007,27.0
Casa Santa Luzia,2015,27.0
Bio2Pure,2013,27.0
GADRE MARINE EXPORT PRIVATE LIMITED,2017,27.0
GLOBAL SUSTAIN,2010,27.0
Confederação Brasileira de Voleibol,2017,27.0
OneSubsea Malaysia Systems Sdn Bhd,2021,27.0
Confederação Nacional da Indústria,2012,27.0
Sustainable Industries Summit Arranged by GRUNDFOS,2014,27.0
"AOMORI TSUBAME LPG SALES CO.,LTD",2018,27.0
Pickles,2014,27.0
Carbine Media,2014,27.0
Aristo Utrecht B.V.,2015,27.0
WORLD TOP DEVELOPMENT LIMITED,2016,27.0
Grizzle,2014,27.0
Phonebot,2017,27.0
Bubbling With Energy Entertainment,2017,27.0
Pledge Custom Builders,2017,27.0
Supreme Quilts,2017,27.0
Karst Group Pty Ltd (Karst Stone Paper),2017,27.0
"Rubicon Carbon, LLC",2013,27.0
Festival Harmonia - Junho 2024,2014,27.0
Classic GT,2017,27.0
Four Fin Creative,2020,27.0
Stand For Trees March,2019,27.0
2013 CBN The Future We Want Campaign,2009,27.0
TEREOS ACUCAR E ENERGIA BRASIL SA-47.080.619/0030-51,2017,27.0
RAPS,2011,27.0
"Kindly, Darling",2013,27.0
Spruced Homes,2014,27.0
Vela Tour,2019,27.0
Performance Boating Services,2017,27.0
Green Housing Co,2017,27.0
Weedsteamers,2017,27.0
Waterside Metal Art Studio,2017,27.0
Seyfi Karduz,2013,27.0
GT CLASSIC,2014,27.0
Kindred Capital LLP,2014,27.0
RoughCut Television Ltd,2014,27.0
Stink Films,2015,27.0
InnoSolutas GmbH,2014,27.0
WEGO,2008,27.0
The GHG emissions generated from the operation of the Creation Advertising Limited in 2023,2012,27.0
"Carbon Neutral Asset Management Training Session of China Carbon Neutral Action        Alliance, held in Zhuhai from 29 to 31 March 2023",2012,27.0
"GHG Emission Removal for the Carbon Neutral Asset Management Training Session of China Carbon Neutral Action Alliance, held in Weihai from 7 to 9 August 2023",2012,27.0
Ivory Family Trust,2017,27.0
Meristem Edible Botanicals,2017,27.0
Dixa AB,2016,27.0
Metro Storage Ltd,2008,27.0
Jones Building Group,2009,27.0
Dawson Velma Ltd,2016,27.0
INTERCONEXIÓN ELÉCTRICA ISA BOLIVIA SA con NIT 1025259028 ha compensado 27 toneladas de CO2.,2011,27.0
CAROLI REAL ESTATE,2013,27.0
Turnkey Consulting Management Ltd,2013,27.0
GS INFRAPORT PRIVATE LIMITED,2017,27.0
FREIGHT TRANSIT (THAILAND) CO LTD,2017,27.0
Green Story Clients,2020,27.0
DEKALDEN SRL,2010,27.0
AZTECSHIVA HANDICRAFTS&ARTS PVT LTD,2016,27.0
GLC OCEAN LINES LTD,2016,27.0
Carbonfootprint.com online sales,2018,27.0
JOLLIBEAN FOODS PTE LTD #07-06,2010,27.0
Russell Stafford Photography,2017,27.0
Atlantis Soul,2017,27.0
Dudata,2017,27.0
Vegetation Link,2017,27.0
Focus Facilitation & Organisational Development,2017,27.0
Agnes AdvokatbyrÃ¥,2016,27.0
Sapan Özel Sağlık Hiz. Tur. Paz. Tic. Ltd. Şti - Olbia Diyaliz,2013,27.0
Governo Britânico no Brasil,2016,27.0
SER Colombia (NIT 900.994.312-2),2019,27.0
FHOC Farm House Of Creativity LTDA,2019,27.0
Patients Know Best Limited,2014,27.0
"Lim Hock Ling (199588, #01-74, 199588, #01-73 )",2010,27.0
Neal Jones Furniture Ltd,2007,27.0
Republica Coffee,2012,27.0
Crown Resorts Pty Limited,2011,27.0
Marca España,2011,27.0
LANDIA,2012,27.0
Holland Financial Centre,2009,27.0
Zubi Group Impact,2009,27.0
Orosz György humorista and www.oroszgyuri.hu website,2009,27.0
Shouda Gas Station of Hubei Shiyan Sales Branch of PetroChina Company Limited,2022,27.0
3na Pty Ltd,2014,27.0
Best Adventure Club,2014,27.0
Dawson Velma,2015,27.0
GLOBALOCEAN LOGISTICS,2016,27.0
Grove Carbon,2013,27.0
Fiskesekretariatet (Fish),2016,27.0
Yılbağ Otomotiv San. Ve Tic.Ltd.Şti.,2013,27.0
Umso Umurbey Soğuk Depoculuk Ve Ticaret Ltd. Şti.,2013,27.0
BFC,2013,27.0
ASOCIACION DE COOPERATIVAS ARGENTINAS,2012,27.0
NINGBO ENVPORT SOUTHEAST LOGISTICS,2016,27.0
OCEAN WAY TRANSENVPORT LTD,2016,27.0
Thirsk Furniture,2019,27.0
Mondelez,2016,27.0
PINNACLE LOGISTICS INDIA PVT LTD,2017,27.0
Eleco plc,2020,27.0
SA LA NACION,2010,27.0
"FuZhou Bao-Mit Steel Co., Ltd.",2023,27.0
Shanghai Water Purification Technology Periodical Press,2012,27.0
Algeciras,2015,27.0
We The Change,2018,27.0
Fedabo S.p.a.,2014,27.0
Prestige Telecom Group Ltd,2017,27.0
BFC,2014,27.0
Peppermint Magazine,2017,27.0
Bondi Joe Swimwear,2017,27.0
"Certax Accounting Durham LLP, Units 8 & 9, Parsons Court, Welbury Way, Newton Aycliffe- DL5 6ZE",2007,27.0
CIDET (NIT 811.001.689-0),2019,27.0
Stone & Chalk Ltd.,2014,27.0
"Seafood Park Pte Ltd (486121, #01-06)",2010,27.0
Schaeffler AG,2013,27.0
VSL LOGISTICS SOLUTIONS PRIVATE LIMITED,2017,27.0
Ambipar Group Bleu,2008,27.0
FontesLog Logística Ltda,2015,27.0
Iguá Saneamento S.A. - Festival de Inovação 2024,2022,26.0
Suzhou New District Administraion,2012,26.0
Climate Heroes - 20.04.21,2018,26.0
Osborne Heli Tours,2013,26.0
EXPOLANKA FREIGHT LTD,2016,26.0
SOLID ROCK TRADING FZE,2016,26.0
Eleonora Coelho Advogados,2013,26.0
Climate Heroes - 21.05.07,2018,26.0
"KANEKOSHOKAI CO.,LTD.",2016,26.0
EVECO,2015,26.0
Alain Demairé,2016,26.0
Jongmin Baek,2017,26.0
Christian Dior Couture,2009,26.0
Ford Fuels Limited,2016,26.0
JJ Winks,2019,26.0
StreetSTRONG,2018,26.0
A Kube Aviation,2019,26.0
Retrac Composites Limited,2018,26.0
LX PANTOS CO,2017,26.0
Carbon Clear Ltd,2011,26.0
"ZHEJIANG CHEMCLEAN TECHNOLOGY CO., LTD.",2013,26.0
Progesa S.p.a.,2021,26.0
"Cranswick plc: Katsouris Brother Ltd, Ramona's Kitchen",2018,26.0
denkteich GmbH,2017,26.0
Insurance Australia Limited,2014,26.0
CJ LOGISTICS CORPORATION,2016,26.0
ProMark A/S,2012,26.0
Climate Heroes - 21.07.07,2018,26.0
Climate Heroes - 22.07.13,2018,26.0
Sun Path Electric,2009,26.0
Gustaf Sparreman,2016,26.0
SINOTRANS ZHEJIANG CO LTD NINGBO LOGISTICS BRANCH,2016,26.0
Nuserve Limited,2019,26.0
FONDAZIONE CINETECA DI BOLOGNA,2013,26.0
One Tribe (Sustainable Brands Summit Delegates),2017,26.0
GOM NV,2012,26.0
The Disabilities Trust Ltd,2020,26.0
Hitachi High- Tech Science Corporation,2015,26.0
RTW LOGISTICS LLP,2017,26.0
Kase Custom,2017,26.0
"Sinopec Fuel Oil Sales Co., Ltd. Guangdong Guangzhou Suinan Water Gas Station",2021,26.0
Rizzoli Emanuelli Spa,2015,26.0
REAL PET FOOD COMPANY PTY LTD,2020,26.0
BANCO MACRO SA,2010,26.0
Fairfax County Park Authority,2022,26.0
Türetim Ekonomisi Derneği,2017,26.0
Greenarc Energy Ltd,2010,26.0
RADIX CO LTD,2016,26.0
Brasil Capital Gestão de Recursos Ltda.,2015,26.0
Climate Heroes - 21.08.06,2018,26.0
Operadora Xuna,2009,26.0
Matemwe Bungalows Zazwi (Z) Ltd,2016,26.0
Maison de la littérature,2017,26.0
Texte Engenharia e Tecnologia - Janeiro 2024,2014,26.0
Conference Innovators Ltd,2010,26.0
CARBONFREE - AJP,2021,26.0
Thirsk Furniture,2016,26.0
Breakthrough,2020,26.0
Noloop per A2A,2017,26.0
AIR France DBBL,2010,26.0
SP Oktober Fest 2023,2014,26.0
SRI GANESH SHIPPING AGENCY,2016,26.0
Being Early Education,2013,26.0
ZHONGSHAN XINHUI INTL LOGISTICS,2016,26.0
Daniel Gullberg AB,2016,26.0
Metro Storage (Holdings) Ltd & 3D Space Ltd,2010,26.0
J&Y FREIGHT FORWARDING CO LTD,2016,26.0
Jeff et Octave (Et Bim),2008,26.0
Odenwald Oldtimer Pokal,2012,26.0
VISTAGE SA,2021,26.0
Maria Farinha Filmes,2012,26.0
Yoko Co,2017,26.0
Stand For Trees October,2012,26.0
VELOCE RACING,2009,26.0
MPRS SHIPPING & LOGISTICS PVT LTD,2016,26.0
RUBTECO INTERNATIONAL PVT LTD,2016,26.0
Climate Heroes - 21.08.26,2018,26.0
Operadora Excel C.A.,2019,26.0
SHENZHEN HONGFUDA INTL TRANSP CO LT,2016,26.0
denkteich GmbH,2018,26.0
EL UK,2007,26.0
Sin Wei Precision Mechanical,2010,26.0
Ambipar Group Atendimento Cummins,2008,26.0
Yellow Edge,2021,26.0
IGUAÇU MÁQUINAS AGRÍCOLAS LTDA,2015,26.0
Goldtrans Travel,2011,26.0
Viridian Financial Group,2014,26.0
BZ Order 1005,2017,26.0
Climate Heroes - 20.08.10,2018,26.0
EXPRESS LOGISTICS,2016,26.0
NAVIGATOR LOGISTICS LIMITED,2016,26.0
"SAI FLIGHT SERVICES, INC",2020,26.0
Lift Relations ApS,2012,26.0
Navi Capital,2015,26.0
GORGEOUS OCEAN INTL LOG CO LTD,2016,26.0
Climate Heroes - 22.07.08,2018,26.0
Spur,2016,26.0
Altarea,2009,26.0
Women in Impact - Intersection of ESG and Web3 Event Attendees,2011,26.0
Lansdowne Partners,2021,26.0
RUECKERCONSULT GmbH,2007,26.0
Sik Bao Sin Eating House (Desmond's Creation) Pte Ltd,2010,26.0
Gompels HealthCare Ltd,2017,26.0
Samsung (UK),2014,26.0
YAMA Mountain Gear LLC,2021,26.0
On behalf of LogicMonitor,2017,26.0
CARGOPLAN INTERNATIONAL INDIA PVT,2016,26.0
ANAIK,2012,26.0
